index	word	Adaptation	Mitigation	Non-climate
4280	zealand	0.1228168	0.6218141	0.2553692
4281	appointed	0.14133266	0.554734	0.30393338
4282	affordably	0.10416867	0.6329172	0.2629141
4283	eat	0.10689539	0.585134	0.30797055
4284	tree	0.12728173	0.6636329	0.20908535
4285	tilling	0.12082264	0.62462586	0.2545515
4286	lost	0.10271487	0.6975845	0.19970062
4287	reflects	0.14669247	0.62773836	0.22556913
4288	gaining	0.12646276	0.5694844	0.30405283
4289	moisture	0.10505749	0.689833	0.20510949
4290	biochar	0.122183755	0.623119	0.25469723
4291	additive	0.1217269	0.6237837	0.2544894
4292	bags	0.15247285	0.61238277	0.23514433
4293	removal	0.1391683	0.56453574	0.29629603
4294	planted	0.11387348	0.68343365	0.20269293
4295	maturity	0.11010761	0.5873887	0.30250376
4296	drop	0.1167828	0.5751836	0.30803362
4297	stops	0.11192601	0.5925977	0.29547632
4298	entirely	0.14433405	0.61010313	0.24556285
4299	thousand	0.14143807	0.60214525	0.25641677
4300	fighting	0.13698451	0.59780204	0.26521343
4301	administered	0.11667918	0.59671104	0.28660986
4302	trees	0.15002483	0.6291834	0.22079176
4303	recreational	0.15097989	0.6119446	0.23707545
4304	landscapes	0.10556783	0.6898257	0.20460649
4305	habitats	0.10144244	0.6991008	0.19945678
4306	laying	0.1103411	0.5649207	0.32473812
4307	groundwork	0.107924566	0.6670596	0.22501585
4308	corporate	0.10467861	0.6036923	0.2916291
4309	concerns	0.11388756	0.56605166	0.32006076
4310	die	0.11253818	0.5873372	0.30012462
4311	chopped	0.12172316	0.6235343	0.25474253
4312	rot	0.12209397	0.622461	0.25544503
4313	felling	0.100730054	0.7012834	0.19798657
4314	continuous	0.12233535	0.56129396	0.31637064
4315	temporarily	0.14685164	0.59215313	0.2609952
4316	declines	0.103717566	0.6853108	0.2109717
4317	accredited	0.16092342	0.6086193	0.23045725
4318	degrades	0.122610874	0.62213904	0.2552501
4319	love	0.11648228	0.5945576	0.28896016
4320	hate	0.122267336	0.62489164	0.25284097
4321	bio	0.11754473	0.67860794	0.20384741
4322	sewage	0.14534695	0.62246734	0.2321857
4323	biogas	0.15611608	0.60600185	0.23788206
4324	banning	0.12143258	0.62323123	0.2553362
4325	bans	0.15389852	0.6096056	0.23649582
4326	polices	0.11451905	0.6615577	0.22392333
4327	tightened	0.1495901	0.6068671	0.24354273
4328	potent	0.15026376	0.5948599	0.25487638
4329	attracted	0.11089323	0.61179155	0.2773152
4330	smes	0.101014435	0.61975366	0.27923188
4331	name	0.12975691	0.56313497	0.3071082
4332	involvement	0.094810806	0.65770966	0.24747954
4333	focuses	0.09984496	0.6382571	0.26189792
4334	slowing	0.10649908	0.5991972	0.29430372
4335	acidic	0.15590858	0.5981594	0.24593201
4336	threat	0.10396875	0.6911535	0.20487776
4337	webs	0.123934574	0.6202081	0.25585738
4338	advisors	0.11800366	0.57671535	0.30528098
4339	acidification	0.1024078	0.69224435	0.20534787
4340	habitat	0.10435821	0.69698006	0.19866177
4341	jncc	0.11044688	0.66568226	0.22387093
4342	plymouth	0.10318145	0.6243876	0.27243093
4343	costly	0.13934796	0.65305454	0.20759742
4344	predict	0.111758135	0.6750448	0.21319707
4345	precedent	0.13633822	0.63000655	0.23365517
4346	cbi	0.10627996	0.6742053	0.21951477
4347	captures	0.10162073	0.67763674	0.22074257
4348	implementing	0.0985172	0.6696865	0.23179634
4349	conclusions	0.12449484	0.6738334	0.20167175
4350	describing	0.10716991	0.63780373	0.25502637
4351	undergo	0.12017109	0.5701095	0.30971944
4352	evolve	0.13920121	0.56767327	0.29312554
4353	aggressively	0.12266658	0.6215731	0.25576034
4354	pivotal	0.1105172	0.60595113	0.2835317
4355	sensible	0.103196144	0.66052663	0.23627718
4356	comprehensively	0.10239676	0.70133936	0.19626392
4357	turning	0.12191607	0.5774341	0.30064982
4358	thermostats	0.122700185	0.62016433	0.25713545
4359	sun	0.13502009	0.6543137	0.21066625
4360	considerable	0.14998227	0.60910296	0.24091476
4361	attitude	0.10001174	0.64352936	0.25645888
4362	evaluated	0.15146881	0.62543166	0.22309953
4363	practicality	0.12323238	0.6205201	0.2562475
4364	spans	0.11911826	0.60724896	0.27363276
4365	corresponding	0.09746959	0.6412637	0.26126665
4366	electrify	0.12148339	0.6238362	0.25468037
4367	desirable	0.13183336	0.5807753	0.28739128
4368	prospective	0.1550503	0.6041693	0.2407804
4369	regarding	0.115786776	0.6832554	0.20095786
4370	combining	0.15170202	0.59826803	0.25002992
4371	stability	0.09450101	0.6239045	0.28159449
4372	illustrate	0.13793361	0.61071	0.25135642
4373	sectionstherefore	0.12315628	0.62398154	0.25286216
4374	acceptability	0.12224726	0.6233413	0.25441143
4375	solve	0.11372455	0.58013	0.30614546
4376	preliminary	0.1573984	0.606316	0.23628566
4377	doubt	0.1286424	0.56877357	0.302584
4378	novel	0.13485605	0.64666456	0.21847938
4379	commonplace	0.1469017	0.61952996	0.23356828
4380	unclear	0.10243461	0.68947375	0.20809168
4381	lighter	0.11305479	0.5677806	0.31916454
4382	plausibly	0.12236188	0.6237691	0.25386897
4383	heated	0.14286447	0.58843905	0.26869655
4384	cooled	0.12407355	0.6192146	0.25671187
4385	perhaps	0.105120696	0.61222565	0.2826537
4386	evolves	0.15358248	0.613725	0.23269257
4387	impossible	0.11566875	0.57684386	0.3074873
4388	precise	0.11117339	0.61207736	0.27674925
4389	fire	0.10131367	0.67827535	0.22041108
4390	simplest	0.12175869	0.62391996	0.25432143
4391	synthesis	0.12672839	0.65372884	0.21954276
4392	bioethanol	0.15330863	0.6107046	0.2359867
4393	biodiesel	0.15070923	0.6112985	0.23799229
4394	capabilities	0.118870035	0.56283814	0.31829184
4395	upgrading	0.11759476	0.5950603	0.2873449
4396	fuellingcharging	0.12226497	0.62288415	0.2548509
4397	matching	0.116405934	0.5639489	0.31964517
4398	acceptance	0.15186931	0.6052365	0.24289417
4399	travelling	0.115207456	0.5832928	0.3014997
4400	passed	0.15508105	0.60828006	0.2366389
4401	definitions	0.1520847	0.5927626	0.25515264
4402	causes	0.107683964	0.59729	0.2950261
4403	consultations	0.13952585	0.6197865	0.2406876
4404	diversify	0.11220187	0.64856356	0.23923454
4405	issued	0.10947391	0.60320854	0.28731748
4406	milestone	0.14350086	0.5697173	0.28678182
4407	developer	0.16229242	0.6057006	0.23200697
4408	exploiting	0.13523999	0.5821665	0.28259346
4409	exceptional	0.10398393	0.5996251	0.2963909
4410	shore	0.15626252	0.60939515	0.23434237
4411	hoyle	0.12160122	0.6238173	0.2545815
4412	windfarm	0.15846962	0.61062366	0.23090672
4413	gwynt	0.123401426	0.62257373	0.25402474
4414	mor	0.12102969	0.6227565	0.25621387
4415	pumped	0.14039303	0.61401296	0.24559401
4416	firing	0.15387055	0.60200083	0.24412864
4417	transco	0.123245075	0.6221745	0.25458047
4418	adopted	0.09636531	0.6566774	0.24695735
4419	seminars	0.15910503	0.6028737	0.23802131
4420	associations	0.10906819	0.5624796	0.32845223
4421	tenures	0.11970371	0.60811174	0.2721846
4422	thanks	0.102596775	0.6138298	0.28357348
4423	cosy	0.12375754	0.6232276	0.25301483
4424	billing	0.10305928	0.69486064	0.20208
4425	historical	0.13151565	0.5647861	0.3036983
4426	epbd	0.12190904	0.62416965	0.25392127
4427	newly	0.1140028	0.5802307	0.30576655
4428	rental	0.112056494	0.65479785	0.23314573
4429	advised	0.15577725	0.60735863	0.2368641
4430	staged	0.106587775	0.56829643	0.32511577
4431	holistic	0.11993562	0.59533787	0.28472644
4432	footprint	0.15507343	0.60098875	0.24393786
4433	aspiration	0.09762794	0.66413575	0.2382363
4434	influences	0.107022524	0.5888012	0.30417633
4435	disposals	0.12184139	0.6248648	0.25329375
4436	heads	0.11925235	0.5919766	0.28877103
4437	zone	0.14528653	0.6380796	0.2166339
4438	symbiosis	0.12359835	0.62244016	0.2539615
4439	tradable	0.14757024	0.61970794	0.23272192
4440	export	0.1060734	0.60931665	0.28460994
4441	striking	0.11700784	0.58851963	0.2944725
4442	limpet	0.121505044	0.6243444	0.25415045
4443	generates	0.14377375	0.60985476	0.24637148
4444	kilowatts	0.12254158	0.62257785	0.25488055
4445	islay	0.12336262	0.6227231	0.25391427
4446	publicising	0.12151046	0.6245796	0.25390995
4447	clustering	0.15273263	0.60506874	0.24219862
4448	networking	0.10959902	0.5832864	0.3071146
4449	fdi	0.12130977	0.6257714	0.25291887
4450	candidate	0.13834926	0.60267204	0.25897866
4451	missions	0.11214506	0.5724849	0.31537005
4452	enterprises	0.120345876	0.5679076	0.31174654
4453	seizing	0.11158577	0.569226	0.31918818
4454	inspiration	0.11898919	0.5825063	0.29850453
4455	specifically	0.10499875	0.58962417	0.305377
4456	valuation	0.102367125	0.653316	0.2443168
4457	removes	0.13378514	0.64789486	0.21832001
4458	disincentive	0.13393207	0.5614992	0.30456874
4459	bespoke	0.1448742	0.550169	0.30495676
4460	suit	0.120631225	0.58555144	0.2938174
4461	proved	0.11154042	0.5864045	0.30205506
4462	awarded	0.15948765	0.6038928	0.23661958
4463	recommending	0.1073728	0.5869935	0.30563372
4464	wins	0.122549	0.62088233	0.2565687
4465	commonly	0.11207299	0.6722563	0.21567078
4466	illustrated	0.15326115	0.6019741	0.24476478
4467	announcement	0.13827865	0.564973	0.2967484
4468	scottishpower	0.121930555	0.62380105	0.25426838
4469	whitelee	0.12150397	0.6267666	0.25172946
4470	schedule	0.15392838	0.59279126	0.2532803
4471	estates	0.10270281	0.68980235	0.20749487
4472	leasing	0.1544705	0.6068363	0.23869322
4473	pentland	0.13477336	0.6142146	0.25101203
4474	orkney	0.14329402	0.61073524	0.24597071
4475	territorial	0.15053575	0.59444433	0.25501996
4476	waters	0.14128396	0.64519	0.21352603
4477	component	0.13828017	0.6014725	0.26024735
4478	educate	0.11282315	0.57961875	0.3075581
4479	foundations	0.13773601	0.55069643	0.3115676
4480	organised	0.10538103	0.60838467	0.2862343
4481	fostering	0.11406607	0.5806028	0.30533114
4482	situation	0.10837142	0.5867309	0.3048976
4483	realisation	0.10756032	0.63031805	0.26212165
4484	assemblys	0.11338022	0.6500813	0.23653853
4485	transit	0.10641197	0.6892285	0.20435959
4486	utilisation	0.15310404	0.6113041	0.23559189
4487	campaigns	0.11073355	0.57291	0.31635648
4488	bike	0.13805562	0.6160314	0.24591292
4489	ferry	0.1225332	0.62204695	0.25541985
4490	vessel	0.111322045	0.6613526	0.22732538
4491	ride	0.12530467	0.5676388	0.30705646
4492	occupancy	0.10737806	0.6874538	0.20516813
4493	lanes	0.1529904	0.6056592	0.2413504
4494	inter	0.10871515	0.6814064	0.20987852
4495	modal	0.1527344	0.60891694	0.2383487
4496	logistics	0.15173313	0.5873563	0.26091045
4497	efficiencies	0.12895724	0.5743735	0.2966693
4498	agricultures	0.12220922	0.62488574	0.25290507
4499	nitrates	0.122521654	0.6226048	0.25487354
4500	stocking	0.11262367	0.57085663	0.31651974
4501	agri	0.099369556	0.6963794	0.204251
4502	2056	0.12226626	0.6253775	0.2523562
4503	rotation	0.11315184	0.5851002	0.301748
4504	willow	0.12154767	0.6225916	0.25586063
4505	coppice	0.12161109	0.6239612	0.25442767
4506	sinks	0.105853535	0.6857672	0.2083793
4507	graham	0.12200124	0.6244338	0.25356486
4508	stakeholder	0.09904598	0.5988947	0.3020593
4509	henry	0.13934426	0.6152844	0.24537131
4510	identifies	0.09852259	0.65972066	0.24175675
4511	species	0.10525886	0.6945106	0.2002306
4512	sustained	0.105176665	0.6385982	0.25622517
4513	planting	0.13422261	0.6661673	0.19961005
4514	absorbed	0.14416574	0.5804328	0.27540153
4515	recommends	0.1124787	0.5673403	0.320181
4516	status	0.09439458	0.63238937	0.27321607
4517	adherence	0.098543994	0.62053686	0.28091913
4518	occurs	0.102452524	0.7002421	0.19730538
4519	beef	0.123356	0.62117606	0.25546798
4520	sheep	0.15447874	0.6045275	0.24099374
4521	arable	0.14503983	0.63785547	0.21710466
4522	glastir	0.12574798	0.65588266	0.21836936
4523	analysing	0.102328025	0.69520533	0.20246667
4524	substitution	0.121784635	0.6233386	0.25487676
4525	auctioning	0.14881313	0.62690824	0.22427863
4526	receives	0.14839838	0.6277182	0.22388339
4527	tables	0.1447193	0.55643725	0.2988434
4528	aggregates	0.1171137	0.6065029	0.2763835
4529	stated	0.11916458	0.6767729	0.20406255
4530	deccs	0.15785474	0.61069006	0.23145527
4531	modelled	0.14699197	0.6382602	0.21474786
4532	slightly	0.14780256	0.58966553	0.26253185
4533	appraised	0.10753152	0.6970873	0.19538122
4534	rounding	0.1549472	0.6094041	0.2356487
4535	forerunner	0.11744833	0.6413149	0.24123685
4536	uplift	0.12384651	0.589089	0.28706458
4537	please	0.1414669	0.55184084	0.30669215
4538	offsite	0.12071309	0.6231835	0.2561035
4539	overlap	0.105711795	0.6183622	0.27592605
4540	biogenic	0.14801902	0.60963094	0.24235013
4541	budgetary	0.105637744	0.69524705	0.19911526
4542	section	0.1290435	0.6578751	0.21308134
4543	compares	0.11113727	0.6557332	0.23312946
4544	aggregate	0.13896014	0.65487844	0.2061614
4545	adjusted	0.14734888	0.6291127	0.22353846
4546	removals	0.15152377	0.5923435	0.25613272
4547	party	0.1156145	0.5724636	0.31192192
4548	corresponds	0.1437925	0.6121651	0.24404244
4549	reference	0.10874408	0.6784536	0.21280229
4550	separate	0.13085884	0.55905205	0.31008914
4551	unlikely	0.1261219	0.6582325	0.21564558
4552	upper	0.10925941	0.5888091	0.30193153
4553	bound	0.113005646	0.57670444	0.31028983
4554	interpreted	0.11814754	0.68176043	0.20009202
4555	indication	0.119815156	0.65546006	0.22472474
4556	satisfactory	0.11229172	0.5687094	0.3189988
4557	incompatible	0.123141	0.62134624	0.25551274
4558	plots	0.15317148	0.6216098	0.22521877
4559	minus	0.12227357	0.6212539	0.25647244
4560	illustrates	0.13216598	0.5695534	0.29828057
4561	sectorial	0.106330894	0.6834151	0.21025403
4562	splits	0.121691	0.6231114	0.25519753
4563	serve	0.11635284	0.56570107	0.31794608
4564	levers	0.11286343	0.56117827	0.32595828
4565	haulage	0.122017264	0.6247977	0.25318506
4566	sponsor	0.11313707	0.5594871	0.32737586
4567	whom	0.10854826	0.57489294	0.3165588
4568	contact	0.114132725	0.56396794	0.32189932
4569	approximation	0.14578766	0.61861753	0.23559476
4570	analogous	0.11883866	0.6054807	0.27568057
4571	stake	0.15932421	0.5765868	0.264089
4572	importantly	0.10178458	0.6374186	0.26079673
4573	respective	0.113042094	0.6734283	0.2135296
4574	moment	0.11354363	0.5779829	0.30847347
4575	overleaf	0.12385084	0.6201652	0.25598392
4576	outturn	0.15668179	0.6047728	0.23854548
4577	imposing	0.11319816	0.58362913	0.30317265
4578	swap	0.12316582	0.62354416	0.25329003
4579	ones	0.12569527	0.5908872	0.2834175
4580	bulb	0.14412874	0.61440945	0.24146178
4581	jacket	0.14864536	0.6107217	0.24063301
4582	traps	0.11847259	0.5981365	0.2833909
4583	inches	0.12201236	0.622912	0.25507563
4584	thick	0.14056805	0.6188373	0.24059469
4585	topping	0.11712318	0.59146684	0.29141
4586	condensing	0.14256372	0.61251074	0.24492559
4587	youre	0.11345495	0.57667077	0.3098743
4588	computer	0.15520728	0.5892566	0.2555362
4589	partnering	0.11675323	0.5872541	0.29599258
4590	nearby	0.1257789	0.6504582	0.22376299
4591	recycle	0.14364898	0.6094894	0.24686162
4592	turned	0.115882665	0.5669235	0.3171939
4593	raw	0.12511192	0.66462696	0.21026106
4594	minimisation	0.15843952	0.6097399	0.23182064
4595	constant	0.14681658	0.60848284	0.24470061
4596	doors	0.15935385	0.61600256	0.22464362
4597	windows	0.15914227	0.6060072	0.23485059
4598	shut	0.12149174	0.6222194	0.25628883
4599	print	0.13100341	0.5592442	0.30975243
4600	sided	0.123424426	0.61954296	0.25703257
4601	refillable	0.12216139	0.6222105	0.2556281
4602	printer	0.12215155	0.62405694	0.25379145
4603	fax	0.12255998	0.622131	0.2553091
4604	photocopier	0.12291312	0.62196845	0.25511843
4605	cartridges	0.1210506	0.6235207	0.25542876
4606	refill	0.12234471	0.6249954	0.25265992
4607	inkjet	0.1223727	0.62204534	0.25558195
4608	manual	0.140194	0.6554287	0.20437728
4609	inflated	0.12236636	0.6229587	0.25467488
4610	lawful	0.11690922	0.5850113	0.29807946
4611	speeds	0.119416244	0.62447834	0.2561054
4612	ideal	0.113732964	0.57721543	0.30905154
4613	cent	0.1130353	0.5753499	0.31161475
4614	gently	0.14822422	0.6170747	0.23470102
4615	foot	0.10901715	0.5743301	0.3166527
4616	accelerator	0.11816867	0.58889747	0.29293388
4617	revving	0.121666156	0.6236783	0.25465557
4618	accelerates	0.116189145	0.5793305	0.30448034
4619	formula	0.14365013	0.58836925	0.26798066
4620	wear	0.115635805	0.5924666	0.29189754
4621	actoncodirectgovuk	0.121108755	0.62318575	0.25570554
4622	tips	0.12254728	0.62232935	0.25512344
4623	rigorous	0.122732624	0.5727739	0.30449352
4624	inspire	0.11930625	0.60480195	0.2758918
4625	assessors	0.1606787	0.61034757	0.2289737
4626	edition	0.15920104	0.6082247	0.23257427
4627	follows	0.13949245	0.6456581	0.21484944
4628	arisen	0.15520237	0.61492765	0.22986995
4629	circulation	0.13967691	0.5794688	0.2808543
4630	organisation	0.096044	0.68040246	0.22355354
4631	acknowledgements	0.15460181	0.60385525	0.24154295
4632	drafted	0.15453926	0.60297626	0.24248451
4633	breeam	0.15479386	0.60455227	0.24065389
4634	bre	0.1543006	0.62339437	0.22230496
4635	preface	0.11965284	0.5625391	0.3178081
4636	method	0.124981426	0.67010325	0.20491531
4637	certifying	0.14766787	0.6096233	0.24270882
4638	ltd	0.12574475	0.6546997	0.21955557
4639	ecohomes	0.15181248	0.600876	0.24731153
4640	holder	0.14305684	0.6138383	0.24310476
4641	registration	0.14302002	0.5570478	0.29993218
4642	iso	0.14660004	0.6182405	0.23515943
4643	ukas	0.16017944	0.6076611	0.23215951
4644	competent	0.13872081	0.5588996	0.30237958
4645	persons	0.11024379	0.56826067	0.32149553
4646	satisfy	0.14738335	0.56502056	0.28759614
4647	achievement	0.11799152	0.5647616	0.31724694
4648	scores	0.11466075	0.6797016	0.2056376
4649	establishes	0.13811532	0.60182834	0.2600563
4650	dwelling	0.16066155	0.6054226	0.23391588
4651	row	0.10675706	0.65799886	0.23524415
4652	stars	0.14788803	0.61528623	0.23682582
4653	blue	0.10688462	0.7007228	0.19239254
4654	star	0.11937242	0.5698503	0.31077722
4655	licensed	0.15554668	0.60500103	0.23945223
4656	assessments	0.14901353	0.60509497	0.24589148
4657	objectively	0.120096095	0.65317154	0.22673234
4658	evaluating	0.1012164	0.6995162	0.19926748
4659	consisting	0.14627728	0.57340646	0.28031626
4660	representatives	0.1065691	0.5857687	0.30766222
4661	specialists	0.11391006	0.600434	0.285656
4662	assesses	0.10189652	0.70533746	0.192766
4663	categories	0.13769662	0.5743561	0.28794736
4664	assigns	0.14080791	0.6150578	0.24413423
4665	entry	0.110251546	0.5763542	0.31339428
4666	credited	0.15237647	0.6083487	0.23927474
4667	pursued	0.108013235	0.62045985	0.27152693
4668	fabric	0.1579831	0.6102558	0.2317611
4669	lease	0.1520764	0.6099249	0.23799871
4670	ene	0.15168722	0.61317253	0.23514025
4671	hea	0.15745607	0.61597455	0.22656937
4672	creditable	0.15755944	0.60936683	0.23307371
4673	weighting	0.13732143	0.6491602	0.21351834
4674	conveyed	0.13679673	0.5859257	0.27727756
4675	applying	0.13252233	0.5778239	0.28965375
4676	score	0.1548017	0.6193726	0.22582565
4677	weightings	0.15090021	0.61114	0.23795979
4678	adjust	0.12933692	0.6654769	0.20518617
4679	rewarded	0.12308426	0.6265235	0.2503922
4680	fraction	0.14903623	0.60728484	0.24367894
4681	equals	0.14996344	0.6110555	0.23898107
4682	dividing	0.14335987	0.615058	0.24158217
4683	arrive	0.1070881	0.6218265	0.27108538
4684	approximate	0.13760465	0.6085545	0.25384083
4685	divided	0.1059255	0.6770984	0.21697606
4686	errors	0.14942943	0.6103606	0.24021
4687	decimal	0.15552957	0.6051354	0.23933505
4688	nox	0.1587426	0.605088	0.23616941
4689	checked	0.14964713	0.5846976	0.26565528
4690	regardless	0.14935204	0.60656065	0.2440873
4691	calculation	0.15807074	0.60855454	0.2333747
4692	multiplied	0.15520473	0.603455	0.24134028
4693	rounded	0.15365991	0.6110968	0.23524325
4694	summed	0.1524546	0.6129976	0.23454778
4695	nearest	0.14483018	0.6139061	0.24126372
4696	assessor	0.16174737	0.6072679	0.23098469
4697	registers	0.10607323	0.68093026	0.2129965
4698	formally	0.10215624	0.62349474	0.27434903
4699	valid	0.14699398	0.604186	0.24882004
4700	expiry	0.13259935	0.5861585	0.2812422
4701	submission	0.15511736	0.6174446	0.2274381
4702	exception	0.09891449	0.6876675	0.21341804
4703	documented	0.13008294	0.6578745	0.21204257
4704	contractual	0.16041091	0.59236014	0.24722897
4705	documentary	0.16231976	0.60319835	0.2344819
4706	registered	0.13722809	0.5522662	0.31050575
4707	collated	0.12589458	0.6521543	0.22195105
4708	assurance	0.15920696	0.6057771	0.23501596
4709	pcs	0.16105345	0.60529894	0.23364763
4710	documentation	0.15606439	0.6065278	0.23740779
4711	tender	0.15497409	0.6083509	0.23667505
4712	riba	0.15479438	0.6037137	0.24149187
4713	sanitary	0.13884403	0.6150238	0.24613227
4714	fittings	0.16185334	0.60561347	0.23253322
4715	indoor	0.114165805	0.6722406	0.21359365
4716	landscaping	0.15154609	0.6085873	0.2398666
4717	enhancement	0.16152002	0.6052007	0.23327923
4718	desired	0.10077332	0.6804561	0.2187706
4719	shall	0.14180863	0.55029994	0.30789152
4720	submit	0.12746921	0.67617947	0.19635138
4721	references	0.14099969	0.5596896	0.29931074
4722	trail	0.14789124	0.59869546	0.25341326
4723	justify	0.1547476	0.60501593	0.24023642
4724	variations	0.11114452	0.5818284	0.30702698
4725	reassessed	0.14690274	0.6096271	0.24347012
4726	checking	0.15438294	0.60845053	0.23716657
4727	visits	0.13622834	0.5654162	0.29835537
4728	complies	0.16109166	0.6039906	0.2349177
4729	identical	0.15433753	0.6066336	0.23902895
4730	variances	0.14244696	0.6159102	0.24164282
4731	reassess	0.13978882	0.6407149	0.21949631
4732	completion	0.15627752	0.6243407	0.21938182
4733	discretion	0.118229225	0.5582317	0.32353905
4734	ecology	0.16434972	0.6043904	0.23125988
4735	certify	0.13051617	0.64439905	0.22508483
4736	exceptions	0.1519149	0.5984506	0.24963447
4737	contained	0.14612658	0.63772625	0.21614724
4738	centralised	0.15567854	0.5984101	0.24591139
4739	completedcertified	0.16289566	0.6047042	0.23240009
4740	variable	0.15499415	0.59741503	0.24759075
4741	drying	0.15720169	0.608409	0.23438933
4742	footings	0.15064508	0.61605775	0.2332971
4743	externals	0.15332246	0.6149146	0.23176292
4744	finishes	0.15360174	0.6165175	0.2298808
4745	communal	0.15920715	0.6104926	0.23030025
4746	grey	0.10629612	0.6936562	0.2000477
4747	butts	0.15048271	0.61612594	0.23339139
4748	infiltration	0.16142598	0.60660005	0.23197396
4749	soakaways	0.15133755	0.6076358	0.24102661
4750	permeable	0.14047082	0.64715147	0.21237762
4751	finalised	0.13789836	0.6544819	0.20761983
4752	indicates	0.16097523	0.59864	0.24038474
4753	features	0.15941875	0.61193305	0.22864826
4754	undisturbed	0.15791596	0.60703087	0.23505324
4755	season	0.1349232	0.6427661	0.2223107
4756	normally	0.12917209	0.5659002	0.30492768
4757	plot	0.1600909	0.60989666	0.23001246
4758	terminology	0.15328659	0.60914415	0.23756923
4759	emphasise	0.11638671	0.671904	0.21170934
4760	lists	0.15224329	0.59806466	0.2496921
4761	basic	0.12749647	0.5756494	0.29685417
4762	exhaustive	0.14841874	0.6162894	0.23529191
4763	verify	0.15152581	0.60593915	0.24253504
4764	validity	0.14232232	0.60778314	0.24989457
4765	authenticity	0.13424917	0.61885136	0.2468995
4766	pertinent	0.13402547	0.618161	0.2478135
4767	scoring	0.0964755	0.66442007	0.23910451
4768	disciplines	0.13338427	0.590245	0.2763707
4769	behalf	0.09589446	0.6377489	0.26635665
4770	credibility	0.15193252	0.60025847	0.24780898
4771	random	0.13918267	0.58030665	0.2805106
4772	reasonable	0.10963654	0.5862552	0.30410826
4773	correctly	0.14402083	0.59286803	0.26311123
4774	aspect	0.1354464	0.56605417	0.29849944
4775	inspected	0.109341875	0.57003504	0.32062313
4776	written	0.15724863	0.5959091	0.24684222
4777	letter	0.16267669	0.60559946	0.23172385
4778	headed	0.13597573	0.5972741	0.26675016
4779	deemed	0.14187825	0.619426	0.2386957
4780	explicit	0.13125373	0.66086173	0.20788456
4781	letters	0.11336394	0.60143274	0.28520337
4782	inspection	0.12582521	0.56538653	0.3087883
4783	drawings	0.15510955	0.6095041	0.23538631
4784	traceable	0.13975154	0.61328864	0.24695985
4785	justifies	0.1455239	0.612529	0.24194708
4786	photographs	0.11118527	0.5621476	0.32666713
4787	photograph	0.13781828	0.5829007	0.27928096
4788	template	0.16036366	0.59943324	0.2402031
4789	client	0.1521642	0.57703984	0.270796
4790	pros	0.14987408	0.61981833	0.2303076
4791	cons	0.15014413	0.61858326	0.23127258
4792	accordingly	0.1556232	0.611045	0.23333174
4793	completing	0.1561141	0.6120996	0.23178637
4794	preferred	0.15405543	0.61287737	0.23306717
4795	firstly	0.14344792	0.6157969	0.24075519
4796	fulfilled	0.10655749	0.6933028	0.20013976
4797	logged	0.14411108	0.61821145	0.2376775
4798	globals	0.15252861	0.6147339	0.23273756
4799	independence	0.1326731	0.562418	0.30490896
4800	impartiality	0.14430696	0.6150273	0.24066573
4801	confidentiality	0.11210026	0.7018186	0.18608111
4802	records	0.111888155	0.5637817	0.32433018
4803	complaints	0.14184666	0.5700429	0.28811046
4804	qualifications	0.11207929	0.573809	0.31411162
4805	conflicts	0.14889564	0.6309204	0.22018403
4806	wishing	0.15657364	0.60953057	0.23389588
4807	avoidance	0.1340491	0.57166475	0.29428616
4808	sub	0.12943032	0.6699627	0.20060696
4809	statistics	0.13645522	0.5613098	0.30223495
4810	licensees	0.12643485	0.6604324	0.21313278
4811	formatting	0.1464126	0.6150981	0.23848929
4812	lodge	0.1458332	0.61720186	0.23696494
4813	registrations	0.13663703	0.56067663	0.3026864
4814	interfaces	0.12889563	0.57058364	0.30052066
4815	databases	0.12837215	0.57590175	0.2957261
4816	fee	0.15227956	0.6043973	0.24332315
4817	versions	0.15873115	0.60472584	0.23654296
4818	ter	0.15780088	0.6095911	0.23260796
4819	omitted	0.15287845	0.6137411	0.23338045
4820	align	0.12892047	0.56012017	0.31095943
4821	der	0.1569342	0.60601217	0.23705363
4822	sap	0.15485588	0.6124512	0.23269299
4823	outputs	0.12987937	0.66491985	0.2052008
4824	copy	0.15418307	0.5873666	0.2584504
4825	dated	0.15203965	0.58842	0.25954038
4826	revisedfinal	0.15240994	0.6079784	0.23961164
4827	person	0.110244095	0.56622744	0.32352847
4828	accredit	0.1516565	0.61033076	0.23801273
4829	utilised	0.13594833	0.65636075	0.20769095
4830	multiple	0.11449482	0.6256984	0.2598068
4831	accordance	0.16037907	0.6002332	0.2393877
4832	averaging	0.1481493	0.6246563	0.2271944
4833	clauses	0.13800733	0.6369621	0.22503051
4834	index	0.09835218	0.6847249	0.21692288
4835	software	0.14083825	0.54686815	0.3122936
4836	differ	0.14782226	0.60942495	0.24275275
4837	defaults	0.14422484	0.61182094	0.24395432
4838	offsets	0.14747085	0.60813826	0.24439093
4839	summarise	0.13111232	0.6639297	0.204958
4840	verified	0.15184267	0.6027821	0.24537525
4841	rev	0.14285128	0.6120631	0.24508564
4842	procedure	0.10606783	0.5848748	0.30905733
4843	exempt	0.118765555	0.5759998	0.30523467
4844	stamp	0.15046762	0.6192498	0.23028259
4845	containing	0.15832181	0.6106718	0.23100634
